state_cluster_id,lag_cluster,id_no,state,id,year,total_distance,medoid_rank1,medoid_rank2,noswitch,switched,n_noswitch,n_switched,flag
2,2,22,Massachusetts,MA,2012,5.6785717,,19,1,0,46,5,0
2,2,23,Michigan,MI,2012,4.2500005,,8,1,0,46,5,0
2,2,24,Minnesota,MN,2012,4.8928571,,15,1,0,46,5,0
1,1,25,Mississippi,MS,2012,3.5869565,19,,1,0,46,5,0
1,1,26,Missouri,MO,2012,1.695652,1,,1,0,46,5,0
1,1,27,Montana,MT,2012,2.7608695,10.5,,1,0,46,5,0
2,2,28,Nebraska,NE,2012,4.7500005,,11,1,0,46,5,0
1,1,29,Nevada,NV,2012,3.4130433,17.5,,1,0,46,5,0
1,1,30,New Hampshire,NH,2012,2.847826,12,,1,0,46,5,0
2,2,31,New Jersey,NJ,2012,3.6785712,,1,1,0,46,5,0
2,2,32,New Mexico,NM,2012,6.3214283,,25,1,0,46,5,0
2,2,33,New York,NY,2012,5.9285712,,22,1,0,46,5,0
2,1,34,North Carolina,NC,2012,5.0000005,,16,0,1,46,5,0
1,1,35,North Dakota,ND,2012,2.4999998,7,,1,0,46,5,0
1,1,36,Ohio,OH,2012,3.2391303,14.5,,1,0,46,5,0
2,2,37,Oklahoma,OK,2012,5.8928576,,21,1,0,46,5,0
2,2,38,Oregon,OR,2012,4.8214293,,12.5,1,0,46,5,0
2,2,39,Pennsylvania,PA,2012,3.9642859,,6,1,0,46,5,0
2,2,40,Rhode Island,RI,2012,3.8928571,,3.5,1,0,46,5,0
1,1,41,South Carolina,SC,2012,3.6521738,20,,1,0,46,5,0
1,1,42,South Dakota,SD,2012,1.9347825,3,,1,0,46,5,0
2,1,43,Tennessee,TN,2012,5.7857141,,20,0,1,46,5,0
2,2,44,Texas,TX,2012,6.3928576,,26,1,0,46,5,0
1,1,45,Utah,UT,2012,5.065217,22,,1,0,46,5,0
2,2,46,Vermont,VT,2012,3.8928571,,3.5,1,0,46,5,0
2,1,47,Virginia,VA,2012,5.3571429,,18,0,1,46,5,0
2,2,48,Washington,WA,2012,6.0357137,,23,1,0,46,5,0
1,1,49,West Virginia,WV,2012,2.4347825,6,,1,0,46,5,0
2,2,50,Wisconsin,WI,2012,3.9285712,,5,1,0,46,5,0
1,1,51,Wyoming,WY,2012,3.2391303,14.5,,1,0,46,5,0
1,1,1,Alabama,AL,2013,4.3571429,25,,1,0,46,5,0
1,1,2,Alaska,AK,2013,2.1785715,3,,1,0,46,5,0
1,1,3,Arizona,AZ,2013,3.6071432,16,,1,0,46,5,0
1,2,4,Arkansas,AR,2013,3.7142856,18.5,,0,1,46,5,0
2,2,5,California,CA,2013,8.326088,,23,1,0,46,5,0
1,1,6,Colorado,CO,2013,3.9285715,24,,1,0,46,5,0
2,2,7,Connecticut,CT,2013,5.260869,,12,1,0,46,5,0
2,2,8,Delaware,DE,2013,4.391304,,5,1,0,46,5,0
2,2,9,District of Columbia,DC,2013,6.8695645,,22,1,0,46,5,0
1,1,10,Florida,FL,2013,2.2857144,5,,1,0,46,5,0
1,1,11,Georgia,GA,2013,4.6785717,27,,1,0,46,5,0
2,2,12,Hawaii,HI,2013,5.652174,,17,1,0,46,5,0
1,1,13,Idaho,ID,2013,2.1785715,3,,1,0,46,5,0
2,2,14,Illinois,IL,2013,6.3043475,,18,1,0,46,5,0
1,1,15,Indiana,IN,2013,3.2857146,13,,1,0,46,5,0
1,1,16,Iowa,IA,2013,2.8214288,8,,1,0,46,5,0
1,1,17,Kansas,KS,2013,2.8928573,10,,1,0,46,5,0
1,1,18,Kentucky,KY,2013,3.5357146,14,,1,0,46,5,0
1,2,19,Louisiana,LA,2013,3.6428573,17,,0,1,46,5,0
2,2,20,Maine,ME,2013,5.6086955,,14.5,1,0,46,5,0
2,2,21,Maryland,MD,2013,4.260869,,4,1,0,46,5,0
2,2,22,Massachusetts,MA,2013,6.5652175,,21,1,0,46,5,0
2,2,23,Michigan,MI,2013,4.847826,,9,1,0,46,5,0
2,2,24,Minnesota,MN,2013,5.630435,,16,1,0,46,5,0
1,1,25,Mississippi,MS,2013,3.8571432,21,,1,0,46,5,0
1,1,26,Missouri,MO,2013,1.8571428,1,,1,0,46,5,0
1,1,27,Montana,MT,2013,2.8214288,8,,1,0,46,5,0
2,2,28,Nebraska,NE,2013,5.152174,,10,1,0,46,5,0
1,1,29,Nevada,NV,2013,4.4285712,26,,1,0,46,5,0
1,1,30,New Hampshire,NH,2013,3.1071429,12,,1,0,46,5,0
2,2,31,New Jersey,NJ,2013,4.065217,,2,1,0,46,5,0
2,2,32,New Mexico,NM,2013,4.73913,,8,1,0,46,5,0
2,2,33,New York,NY,2013,5.3913045,,13,1,0,46,5,0
1,2,34,North Carolina,NC,2013,3.7500002,20,,0,1,46,5,0
1,1,35,North Dakota,ND,2013,2.8214288,8,,1,0,46,5,0
1,1,36,Ohio,OH,2013,2.9642856,11,,1,0,46,5,0
2,2,37,Oklahoma,OK,2013,6.3043485,,19,1,0,46,5,0
2,2,38,Oregon,OR,2013,5.1739125,,11,1,0,46,5,0
2,2,39,Pennsylvania,PA,2013,4.673913,,7,1,0,46,5,0
2,2,40,Rhode Island,RI,2013,3.7826083,,1,1,0,46,5,0
1,1,41,South Carolina,SC,2013,3.8928571,22,,1,0,46,5,0
1,1,42,South Dakota,SD,2013,2.1785715,3,,1,0,46,5,0
1,2,43,Tennessee,TN,2013,3.7142856,18.5,,0,1,46,5,0
2,2,44,Texas,TX,2013,6.3695655,,20,1,0,46,5,0
1,1,45,Utah,UT,2013,5.2142859,28,,1,0,46,5,0
2,2,46,Vermont,VT,2013,4.6521735,,6,1,0,46,5,0
1,2,47,Virginia,VA,2013,3.8928573,23,,0,1,46,5,0
2,2,48,Washington,WA,2013,5.6086955,,14.5,1,0,46,5,0
1,1,49,West Virginia,WV,2013,2.6428571,6,,1,0,46,5,0
2,2,50,Wisconsin,WI,2013,4.152174,,3,1,0,46,5,0
1,1,51,Wyoming,WY,2013,3.6071429,15,,1,0,46,5,0
1,1,1,Alabama,AL,2014,4.46,21,,1,0,48,3,0
1,1,2,Alaska,AK,2014,2.3399999,3,,1,0,48,3,0
1,1,3,Arizona,AZ,2014,3.6999998,14.5,,1,0,48,3,0
1,1,4,Arkansas,AR,2014,3.8799996,17,,1,0,48,3,0
2,2,5,California,CA,2014,8.249999,,26,1,0,48,3,0
2,1,6,Colorado,CO,2014,5.6730771,,15,0,1,48,3,0
2,2,7,Connecticut,CT,2014,5.1346154,,12,1,0,48,3,0
2,2,8,Delaware,DE,2014,4.5961537,,7,1,0,48,3,0
2,2,9,District of Columbia,DC,2014,6.6730771,,25,1,0,48,3,0
1,1,10,Florida,FL,2014,3.3599997,12,,1,0,48,3,0
1,1,11,Georgia,GA,2014,4.9000001,23,,1,0,48,3,0
2,2,12,Hawaii,HI,2014,5.9807687,,18.5,1,0,48,3,0
1,1,13,Idaho,ID,2014,2.3399999,3,,1,0,48,3,0
2,2,14,Illinois,IL,2014,6.0576921,,20.5,1,0,48,3,0
1,1,15,Indiana,IN,2014,3.2799997,11,,1,0,48,3,0
1,1,16,Iowa,IA,2014,3.1999998,8.5,,1,0,48,3,0
1,1,17,Kansas,KS,2014,3.1999998,8.5,,1,0,48,3,0
1,1,18,Kentucky,KY,2014,3.6999998,14.5,,1,0,48,3,0
1,1,19,Louisiana,LA,2014,3.54,13,,1,0,48,3,0
2,2,20,Maine,ME,2014,5.9807687,,18.5,1,0,48,3,0
2,2,21,Maryland,MD,2014,4.5192308,,6,1,0,48,3,0
2,2,22,Massachusetts,MA,2014,6.2499995,,22,1,0,48,3,0
2,2,23,Michigan,MI,2014,4.9807696,,10.5,1,0,48,3,0
2,2,24,Minnesota,MN,2014,5.8269229,,16,1,0,48,3,0
1,1,25,Mississippi,MS,2014,3.9399996,18,,1,0,48,3,0
1,1,26,Missouri,MO,2014,2,1,,1,0,48,3,0
1,1,27,Montana,MT,2014,3.0199997,6.5,,1,0,48,3,0
2,2,28,Nebraska,NE,2014,4.4423075,,5,1,0,48,3,0
1,1,29,Nevada,NV,2014,5.3800001,25,,1,0,48,3,0
1,1,30,New Hampshire,NH,2014,3.26,10,,1,0,48,3,0
2,2,31,New Jersey,NJ,2014,3.8269229,,1,1,0,48,3,0
2,2,32,New Mexico,NM,2014,4.9807696,,10.5,1,0,48,3,0
2,2,33,New York,NY,2014,5.2115388,,13,1,0,48,3,0
1,1,34,North Carolina,NC,2014,3.9599998,19,,1,0,48,3,0
1,1,35,North Dakota,ND,2014,3.0199997,6.5,,1,0,48,3,0
2,1,36,Ohio,OH,2014,5.4423079,,14,0,1,48,3,0
2,2,37,Oklahoma,OK,2014,6.3269229,,23,1,0,48,3,0
2,2,38,Oregon,OR,2014,4.0576921,,3,1,0,48,3,0
2,2,39,Pennsylvania,PA,2014,4.9423079,,9,1,0,48,3,0
2,2,40,Rhode Island,RI,2014,3.9038463,,2,1,0,48,3,0
1,1,41,South Carolina,SC,2014,4.7199998,22,,1,0,48,3,0
1,1,42,South Dakota,SD,2014,2.3399999,3,,1,0,48,3,0
1,1,43,Tennessee,TN,2014,3.8599997,16,,1,0,48,3,0
2,2,44,Texas,TX,2014,6.6346154,,24,1,0,48,3,0
1,1,45,Utah,UT,2014,5.3000002,24,,1,0,48,3,0
2,2,46,Vermont,VT,2014,4.9038463,,8,1,0,48,3,0
2,1,47,Virginia,VA,2014,5.8653846,,17,0,1,48,3,0
2,2,48,Washington,WA,2014,6.0576921,,20.5,1,0,48,3,0
1,1,49,West Virginia,WV,2014,2.8400002,5,,1,0,48,3,0
2,2,50,Wisconsin,WI,2014,4.0961537,,4,1,0,48,3,0
1,1,51,Wyoming,WY,2014,4.3799996,20,,1,0,48,3,0
1,1,1,Alabama,AL,2015,4.458333,20,,1,0,50,1,0
1,1,2,Alaska,AK,2015,2.375,3,,1,0,50,1,0
1,1,3,Arizona,AZ,2015,3.7083337,14,,1,0,50,1,0
1,1,4,Arkansas,AR,2015,3.875,15,,1,0,50,1,0
2,2,5,California,CA,2015,8.2037039,,27,1,0,50,1,0
2,2,6,Colorado,CO,2015,4.8333335,,10,1,0,50,1,0
2,2,7,Connecticut,CT,2015,5.1111112,,14,1,0,50,1,0
2,2,8,Delaware,DE,2015,4.7407413,,8.5,1,0,50,1,0
2,2,9,District of Columbia,DC,2015,6.5555558,,24,1,0,50,1,0
1,1,10,Florida,FL,2015,3.375,11,,1,0,50,1,0
1,1,11,Georgia,GA,2015,4.875,22,,1,0,50,1,0
2,2,12,Hawaii,HI,2015,6.6666675,,26,1,0,50,1,0
1,1,13,Idaho,ID,2015,2.375,3,,1,0,50,1,0
2,2,14,Illinois,IL,2015,6.0740743,,21,1,0,50,1,0
1,1,15,Indiana,IN,2015,3.291667,10,,1,0,50,1,0
1,1,16,Iowa,IA,2015,3.2083333,7.5,,1,0,50,1,0
1,1,17,Kansas,KS,2015,3.2083333,7.5,,1,0,50,1,0
1,1,18,Kentucky,KY,2015,3.7083333,13,,1,0,50,1,0
1,1,19,Louisiana,LA,2015,3.5416667,12,,1,0,50,1,0
2,2,20,Maine,ME,2015,5.9629626,,19,1,0,50,1,0
2,2,21,Maryland,MD,2015,4.4814816,,4,1,0,50,1,0
2,2,22,Massachusetts,MA,2015,6.2407408,,22,1,0,50,1,0
2,2,23,Michigan,MI,2015,5.0925922,,13,1,0,50,1,0
2,2,24,Minnesota,MN,2015,5.8333335,,17,1,0,50,1,0
1,1,25,Mississippi,MS,2015,3.9583335,17.5,,1,0,50,1,0
1,1,26,Missouri,MO,2015,2.0416665,1,,1,0,50,1,0
1,1,27,Montana,MT,2015,3.0416667,5.5,,1,0,50,1,0
2,2,28,Nebraska,NE,2015,4.5370369,,5,1,0,50,1,0
1,1,29,Nevada,NV,2015,5.4583335,24,,1,0,50,1,0
1,1,30,New Hampshire,NH,2015,3.2916667,9,,1,0,50,1,0
2,2,31,New Jersey,NJ,2015,3.8888888,,1,1,0,50,1,0
2,2,32,New Mexico,NM,2015,4.8888888,,12,1,0,50,1,0
2,2,33,New York,NY,2015,5.2962961,,15,1,0,50,1,0
1,1,34,North Carolina,NC,2015,3.9583335,17.5,,1,0,50,1,0
1,1,35,North Dakota,ND,2015,3.0416667,5.5,,1,0,50,1,0
2,2,36,Ohio,OH,2015,5.4074068,,16,1,0,50,1,0
2,2,37,Oklahoma,OK,2015,6.4074082,,23,1,0,50,1,0
2,2,38,Oregon,OR,2015,4.5925922,,6,1,0,50,1,0
2,2,39,Pennsylvania,PA,2015,4.8518519,,11,1,0,50,1,0
2,2,40,Rhode Island,RI,2015,4,,2,1,0,50,1,0
1,1,41,South Carolina,SC,2015,4.708334,21,,1,0,50,1,0
1,1,42,South Dakota,SD,2015,2.375,3,,1,0,50,1,0
1,1,43,Tennessee,TN,2015,3.8750002,16,,1,0,50,1,0
2,2,44,Texas,TX,2015,6.6296296,,25,1,0,50,1,0
1,1,45,Utah,UT,2015,5.2916665,23,,1,0,50,1,0
2,2,46,Vermont,VT,2015,4.7407413,,8.5,1,0,50,1,0
2,2,47,Virginia,VA,2015,5.8888888,,18,1,0,50,1,0
2,2,48,Washington,WA,2015,6.0370374,,20,1,0,50,1,0
2,1,49,West Virginia,WV,2015,4.6851854,,7,0,1,50,1,0
2,2,50,Wisconsin,WI,2015,4.1296296,,3,1,0,50,1,0
1,1,51,Wyoming,WY,2015,4.375,19,,1,0,50,1,0
1,1,1,Alabama,AL,2016,4.7222223,22,,1,0,48,3,0
1,1,2,Alaska,AK,2016,2.6481483,3,,1,0,48,3,0
1,1,3,Arizona,AZ,2016,3.9814818,18,,1,0,48,3,0
1,1,4,Arkansas,AR,2016,3.925926,16.5,,1,0,48,3,0
2,2,5,California,CA,2016,8.479166,,24,1,0,48,3,0
2,2,6,Colorado,CO,2016,4.9375,,10.5,1,0,48,3,0
2,2,7,Connecticut,CT,2016,4.9375,,10.5,1,0,48,3,0
2,2,8,Delaware,DE,2016,4.7708335,,8,1,0,48,3,0
2,2,9,District of Columbia,DC,2016,6.1874995,,20,1,0,48,3,0
1,1,10,Florida,FL,2016,3.925926,16.5,,1,0,48,3,0
1,1,11,Georgia,GA,2016,5.2407408,24,,1,0,48,3,0
2,2,12,Hawaii,HI,2016,6.6875,,22,1,0,48,3,0
1,1,13,Idaho,ID,2016,2.6481483,3,,1,0,48,3,0
2,2,14,Illinois,IL,2016,5.8541665,,18,1,0,48,3,0
1,1,15,Indiana,IN,2016,3.592593,12,,1,0,48,3,0
1,1,16,Iowa,IA,2016,3.2592595,7,,1,0,48,3,0
1,1,17,Kansas,KS,2016,3.4074075,9,,1,0,48,3,0
1,1,18,Kentucky,KY,2016,3.6111114,13,,1,0,48,3,0
1,1,19,Louisiana,LA,2016,3.574074,10.5,,1,0,48,3,0
2,2,20,Maine,ME,2016,6.020833,,19,1,0,48,3,0
2,2,21,Maryland,MD,2016,4.1875,,3,1,0,48,3,0
2,2,22,Massachusetts,MA,2016,6.2291665,,21,1,0,48,3,0
2,2,23,Michigan,MI,2016,5.354167,,14,1,0,48,3,0
2,2,24,Minnesota,MN,2016,5.770834,,17,1,0,48,3,0
1,1,25,Mississippi,MS,2016,4.166667,19,,1,0,48,3,0
1,1,26,Missouri,MO,2016,2.2592595,1,,1,0,48,3,0
1,1,27,Montana,MT,2016,3.0555556,5,,1,0,48,3,0
2,2,28,Nebraska,NE,2016,4.6875005,,6,1,0,48,3,0
1,1,29,Nevada,NV,2016,5.7962966,26,,1,0,48,3,0
1,1,30,New Hampshire,NH,2016,3.574074,10.5,,1,0,48,3,0
2,2,31,New Jersey,NJ,2016,3.979167,,2,1,0,48,3,0
2,2,32,New Mexico,NM,2016,4.7708335,,8,1,0,48,3,0
2,2,33,New York,NY,2016,5.0208335,,12.5,1,0,48,3,0
1,1,34,North Carolina,NC,2016,3.740741,14,,1,0,48,3,0
1,1,35,North Dakota,ND,2016,3.2777779,8,,1,0,48,3,0
2,2,36,Ohio,OH,2016,5.5208335,,15,1,0,48,3,0
1,2,37,Oklahoma,OK,2016,5.3518519,25,,0,1,48,3,0
2,2,38,Oregon,OR,2016,4.520834,,5,1,0,48,3,0
2,2,39,Pennsylvania,PA,2016,5.0208335,,12.5,1,0,48,3,0
2,2,40,Rhode Island,RI,2016,3.9375002,,1,1,0,48,3,0
1,1,41,South Carolina,SC,2016,5.0370369,23,,1,0,48,3,0
1,1,42,South Dakota,SD,2016,2.6481483,3,,1,0,48,3,0
1,1,43,Tennessee,TN,2016,3.8703701,15,,1,0,48,3,0
2,2,44,Texas,TX,2016,6.8958344,,23,1,0,48,3,0
1,1,45,Utah,UT,2016,5.9074068,27,,1,0,48,3,0
2,2,46,Vermont,VT,2016,4.7708335,,8,1,0,48,3,0
1,2,47,Virginia,VA,2016,4.4259257,20,,0,1,48,3,0
2,2,48,Washington,WA,2016,5.6875005,,16,1,0,48,3,0
1,2,49,West Virginia,WV,2016,3.074074,6,,0,1,48,3,0
2,2,50,Wisconsin,WI,2016,4.1875005,,4,1,0,48,3,0
1,1,51,Wyoming,WY,2016,4.4629626,21,,1,0,48,3,0
1,1,1,Alabama,AL,2017,3.9444444,19,,1,0,51,0,0
1,1,2,Alaska,AK,2017,2.5000002,3,,1,0,51,0,0
1,1,3,Arizona,AZ,2017,3.907408,18,,1,0,51,0,0
1,1,4,Arkansas,AR,2017,3.6666667,15,,1,0,51,0,0
2,2,5,California,CA,2017,8.249999,,24,1,0,51,0,0
2,2,6,Colorado,CO,2017,4.8333335,,9,1,0,51,0,0
2,2,7,Connecticut,CT,2017,4.875,,10,1,0,51,0,0
2,2,8,Delaware,DE,2017,4.7083335,,7,1,0,51,0,0
2,2,9,District of Columbia,DC,2017,6.291666,,19,1,0,51,0,0
1,1,10,Florida,FL,2017,4.3148146,23,,1,0,51,0,0
1,1,11,Georgia,GA,2017,4.2222223,21,,1,0,51,0,0
2,2,12,Hawaii,HI,2017,6.5833325,,21,1,0,51,0,0
1,1,13,Idaho,ID,2017,2.5000002,3,,1,0,51,0,0
2,2,14,Illinois,IL,2017,6.916666,,23,1,0,51,0,0
1,1,15,Indiana,IN,2017,2.8888891,8,,1,0,51,0,0
1,1,16,Iowa,IA,2017,2.8333333,5.5,,1,0,51,0,0
1,1,17,Kansas,KS,2017,3.2037041,11,,1,0,51,0,0
1,1,18,Kentucky,KY,2017,3.074074,10,,1,0,51,0,0
1,1,19,Louisiana,LA,2017,3.5185187,13,,1,0,51,0,0
2,2,20,Maine,ME,2017,5.583334,,17,1,0,51,0,0
2,2,21,Maryland,MD,2017,4.1666665,,3,1,0,51,0,0
2,2,22,Massachusetts,MA,2017,6.6666675,,22,1,0,51,0,0
2,2,23,Michigan,MI,2017,5.5,,15,1,0,51,0,0
2,2,24,Minnesota,MN,2017,5.916667,,18,1,0,51,0,0
1,1,25,Mississippi,MS,2017,3.9444449,20,,1,0,51,0,0
1,1,26,Missouri,MO,2017,2.1111109,1,,1,0,51,0,0
1,1,27,Montana,MT,2017,2.8333333,5.5,,1,0,51,0,0
2,2,28,Nebraska,NE,2017,5.083334,,12,1,0,51,0,0
1,1,29,Nevada,NV,2017,5.1666665,25,,1,0,51,0,0
1,1,30,New Hampshire,NH,2017,3.425926,12,,1,0,51,0,0
2,2,31,New Jersey,NJ,2017,4.1250005,,2,1,0,51,0,0
2,2,32,New Mexico,NM,2017,4.7083335,,7,1,0,51,0,0
2,2,33,New York,NY,2017,5.0416675,,11,1,0,51,0,0
1,1,34,North Carolina,NC,2017,3.6481483,14,,1,0,51,0,0
1,1,35,North Dakota,ND,2017,3.0555556,9,,1,0,51,0,0
2,2,36,Ohio,OH,2017,5.250001,,14,1,0,51,0,0
1,1,37,Oklahoma,OK,2017,5.4074078,27,,1,0,51,0,0
2,2,38,Oregon,OR,2017,4.458334,,5,1,0,51,0,0
2,2,39,Pennsylvania,PA,2017,5.166667,,13,1,0,51,0,0
2,2,40,Rhode Island,RI,2017,4.041667,,1,1,0,51,0,0
1,1,41,South Carolina,SC,2017,4.7777781,24,,1,0,51,0,0
1,1,42,South Dakota,SD,2017,2.5000002,3,,1,0,51,0,0
1,1,43,Tennessee,TN,2017,3.7777779,17,,1,0,51,0,0
2,2,44,Texas,TX,2017,6.4583335,,20,1,0,51,0,0
1,1,45,Utah,UT,2017,5.2777772,26,,1,0,51,0,0
2,2,46,Vermont,VT,2017,4.7083335,,7,1,0,51,0,0
1,1,47,Virginia,VA,2017,3.7037036,16,,1,0,51,0,0
2,2,48,Washington,WA,2017,5.5416665,,16,1,0,51,0,0
1,1,49,West Virginia,WV,2017,2.8518517,7,,1,0,51,0,0
2,2,50,Wisconsin,WI,2017,4.3333335,,4,1,0,51,0,0
1,1,51,Wyoming,WY,2017,4.2407408,22,,1,0,51,0,0
1,1,1,Alabama,AL,2018,4.3214293,20,,1,0,50,1,0
1,1,2,Alaska,AK,2018,2.8214285,2.5,,1,0,50,1,0
1,1,3,Arizona,AZ,2018,4.1071434,18,,1,0,50,1,0
1,1,4,Arkansas,AR,2018,3.8571427,16.5,,1,0,50,1,0
2,2,5,California,CA,2018,7.3695655,,23,1,0,50,1,0
2,2,6,Colorado,CO,2018,5.1956515,,13,1,0,50,1,0
2,2,7,Connecticut,CT,2018,4.717391,,9,1,0,50,1,0
2,2,8,Delaware,DE,2018,4.673913,,7.5,1,0,50,1,0
2,2,9,District of Columbia,DC,2018,5.8043475,,18,1,0,50,1,0
1,1,10,Florida,FL,2018,4.3571429,21,,1,0,50,1,0
1,1,11,Georgia,GA,2018,5.1785717,24,,1,0,50,1,0
2,2,12,Hawaii,HI,2018,5.8913045,,19,1,0,50,1,0
1,1,13,Idaho,ID,2018,2.8214285,2.5,,1,0,50,1,0
2,2,14,Illinois,IL,2018,6.8043485,,22,1,0,50,1,0
1,1,15,Indiana,IN,2018,3.2857144,8,,1,0,50,1,0
1,1,16,Iowa,IA,2018,3.0714285,6.5,,1,0,50,1,0
1,1,17,Kansas,KS,2018,3.5357144,13.5,,1,0,50,1,0
1,1,18,Kentucky,KY,2018,3.0714285,6.5,,1,0,50,1,0
1,1,19,Louisiana,LA,2018,3.4642856,11.5,,1,0,50,1,0
2,2,20,Maine,ME,2018,5.760869,,17,1,0,50,1,0
2,2,21,Maryland,MD,2018,4.3695645,,3.5,1,0,50,1,0
2,2,22,Massachusetts,MA,2018,6.5000005,,20,1,0,50,1,0
2,2,23,Michigan,MI,2018,5.369565,,16,1,0,50,1,0
2,2,24,Minnesota,MN,2018,5.217391,,14,1,0,50,1,0
1,1,25,Mississippi,MS,2018,4.25,19,,1,0,50,1,0
1,1,26,Missouri,MO,2018,3.3214285,9,,1,0,50,1,0
1,1,27,Montana,MT,2018,2.9642856,5,,1,0,50,1,0
2,2,28,Nebraska,NE,2018,4.6521735,,6,1,0,50,1,0
1,1,29,Nevada,NV,2018,5.2142859,25,,1,0,50,1,0
1,1,30,New Hampshire,NH,2018,3.7500002,15,,1,0,50,1,0
2,2,31,New Jersey,NJ,2018,4.3478255,,2,1,0,50,1,0
2,2,32,New Mexico,NM,2018,4.3695645,,3.5,1,0,50,1,0
2,2,33,New York,NY,2018,4.76087,,10,1,0,50,1,0
1,1,34,North Carolina,NC,2018,3.4642856,11.5,,1,0,50,1,0
1,1,35,North Dakota,ND,2018,3.3928573,10,,1,0,50,1,0
1,2,36,Ohio,OH,2018,4.8571434,23,,0,1,50,1,0
1,1,37,Oklahoma,OK,2018,5.5000005,28,,1,0,50,1,0
2,2,38,Oregon,OR,2018,4.5,,5,1,0,50,1,0
2,2,39,Pennsylvania,PA,2018,5.3043475,,15,1,0,50,1,0
2,2,40,Rhode Island,RI,2018,3.934782,,1,1,0,50,1,0
1,1,41,South Carolina,SC,2018,5.4285717,26,,1,0,50,1,0
1,1,42,South Dakota,SD,2018,2.8214285,2.5,,1,0,50,1,0
1,1,43,Tennessee,TN,2018,3.8571427,16.5,,1,0,50,1,0
2,2,44,Texas,TX,2018,6.7391305,,21,1,0,50,1,0
1,1,45,Utah,UT,2018,5.4642859,27,,1,0,50,1,0
2,2,46,Vermont,VT,2018,4.673913,,7.5,1,0,50,1,0
1,1,47,Virginia,VA,2018,3.5357144,13.5,,1,0,50,1,0
2,2,48,Washington,WA,2018,5.0217385,,11,1,0,50,1,0
1,1,49,West Virginia,WV,2018,2.8214285,2.5,,1,0,50,1,0
2,2,50,Wisconsin,WI,2018,5.0652175,,12,1,0,50,1,0
1,1,51,Wyoming,WY,2018,4.3928576,22,,1,0,50,1,0
1,1,1,Alabama,AL,2019,4.314815,21,,1,0,50,1,0
1,1,2,Alaska,AK,2019,2.8703706,3.5,,1,0,50,1,0
1,1,3,Arizona,AZ,2019,4.0555563,17,,1,0,50,1,0
1,1,4,Arkansas,AR,2019,3.9629629,16,,1,0,50,1,0
2,2,5,California,CA,2019,7.375,,24,1,0,50,1,0
2,2,6,Colorado,CO,2019,4.875,,9,1,0,50,1,0
2,2,7,Connecticut,CT,2019,4.791667,,7.5,1,0,50,1,0
2,2,8,Delaware,DE,2019,4.958333,,11,1,0,50,1,0
2,2,9,District of Columbia,DC,2019,5.7083335,,18,1,0,50,1,0
1,1,10,Florida,FL,2019,4.2222223,19,,1,0,50,1,0
1,1,11,Georgia,GA,2019,5.1111112,23,,1,0,50,1,0
2,2,12,Hawaii,HI,2019,5.791667,,19.5,1,0,50,1,0
1,1,13,Idaho,ID,2019,2.8703706,3.5,,1,0,50,1,0
2,2,14,Illinois,IL,2019,6.8749995,,23,1,0,50,1,0
1,1,15,Indiana,IN,2019,3.1666667,7,,1,0,50,1,0
1,1,16,Iowa,IA,2019,2.9629629,5.5,,1,0,50,1,0
1,1,17,Kansas,KS,2019,3.5740745,13,,1,0,50,1,0
1,1,18,Kentucky,KY,2019,2.9629629,5.5,,1,0,50,1,0
1,1,19,Louisiana,LA,2019,3.5555556,12,,1,0,50,1,0
2,2,20,Maine,ME,2019,5.791667,,19.5,1,0,50,1,0
2,2,21,Maryland,MD,2019,4.208333,,2.5,1,0,50,1,0
2,2,22,Massachusetts,MA,2019,6.6250005,,21.5,1,0,50,1,0
2,2,23,Michigan,MI,2019,5.2083335,,13.5,1,0,50,1,0
2,2,24,Minnesota,MN,2019,5.208334,,15,1,0,50,1,0
1,1,25,Mississippi,MS,2019,4.2407408,20,,1,0,50,1,0
1,1,26,Missouri,MO,2019,3.3703706,9,,1,0,50,1,0
1,1,27,Montana,MT,2019,4.166667,18,,1,0,50,1,0
2,2,28,Nebraska,NE,2019,4.791667,,7.5,1,0,50,1,0
1,1,29,Nevada,NV,2019,5.3518519,24,,1,0,50,1,0
1,1,30,New Hampshire,NH,2019,3.7962964,14,,1,0,50,1,0
2,2,31,New Jersey,NJ,2019,4.291667,,4,1,0,50,1,0
2,2,32,New Mexico,NM,2019,4.208333,,2.5,1,0,50,1,0
2,2,33,New York,NY,2019,4.8750005,,10,1,0,50,1,0
1,1,34,North Carolina,NC,2019,3.3333333,8,,1,0,50,1,0
1,1,35,North Dakota,ND,2019,3.425926,10,,1,0,50,1,0
2,1,36,Ohio,OH,2019,5.4583335,,17,0,1,50,1,0
1,1,37,Oklahoma,OK,2019,5.5925927,27,,1,0,50,1,0
2,2,38,Oregon,OR,2019,4.4583335,,5,1,0,50,1,0
2,2,39,Pennsylvania,PA,2019,5.375,,16,1,0,50,1,0
2,2,40,Rhode Island,RI,2019,4.041667,,1,1,0,50,1,0
1,1,41,South Carolina,SC,2019,5.4814816,26,,1,0,50,1,0
1,1,42,South Dakota,SD,2019,2.8518517,1.5,,1,0,50,1,0
1,1,43,Tennessee,TN,2019,3.8703706,15,,1,0,50,1,0
2,2,44,Texas,TX,2019,6.6250005,,21.5,1,0,50,1,0
1,1,45,Utah,UT,2019,5.4259257,25,,1,0,50,1,0
